Restaurant,Reviewer,Review,Rating,Total_Reviews,Total_Followers,Time,Pictures
Being Hungry,Lakshmi P,Pocket friendly place which delivers food. Quick service. Ordered the biryani from this place. Loved it. Served with raita. They have a variety of options to choose from.,4,77,306,4/21/2019 17:22,0
Being Hungry,Rohith,good job,5,8,1,3/27/2019 22:58,0
Being Hungry,Monika Yenduri,Food is too spicy Schezwan chicken fried rice that we cannot keep it in mouth. Had to throw all the food. Waste of money. I think they kept chilli powder on top,1,1,1,3/24/2019 16:43,0
Being Hungry,Srinivas Kiran,I ordered a veg panner Biryani the taste was not satisfied and it was not good taste and the quality also low I am not satisfied with this quantity,1,1,,3/17/2019 16:13,0
Being Hungry,Pratap,"Ordered Paneer Masala Curry and Butter Naan through Zomato. Delivery was quick and packaging was perfect.
Paneer masala was little bit spicy and tasted ok, paneer pieces in curry were less though. Butter Naan was soft, liked it.
Had also tried Chicken Biryani from this place, taste was ok. Biryani rice was flavourful but the rice was little undercooked.",3,76,64,03/05/2019 07:54,0
Being Hungry,Veggie-Lover,"Pocket friendly, sumptuous and decent quality.

This place is my goto for late night deliveries. Their Kaju Biryani is a personal favorite.

Well flavoured rice with a generous helping of cashews fried in butter, this one is comfort at its best.

Their other options are good too and the helping is perfect for two.",3,96,1069,02/11/2019 16:02,0
Being Hungry,Sajana S,got delivery in time,5,1,1,02/02/2019 00:12,0
Being Hungry,Supriya Nigam,Daal & chapati was good. I have ordered Mix veg but it is like okay okay.. please try to make more tasty. Order received on time. Packing was good.,4,1,,11/20/2018 23:03,0
Being Hungry,MB Reddy,"Odred and got biryani,,, this guys don't know different between biryani and fried rice,,, named as biryani food is almost fried rice except chicken peace,,,",1,1,1,11/19/2018 0:23,0
Being Hungry,Keerthi M,"We went many times along with my office colligues to being hungry. The place was very small and congested. We have ordered chicken lollipop, dry veg munchurian , kaju pulao,egg biryani,chicken biryani, panner biryani, chicken drumsticks,chicken 65. All starters are simply superb.I liked veg munchurian very much.coming to pulao and Biryanies, chicken items are simply superb. But in panner and kaju pulao the masala is very less. I felt like I am eating plain rice. If they would have been added little bit spices it would be great. But after that I have ordered veg munchurian dry many times.",4,48,15,11/18/2018 16:38,0
Being Hungry,Harika G,the taste is absolutely very bad,1,4,1,11/16/2018 11:16,0
Being Hungry,Foodbug,I was in Hyderabad for around 3 years... During that time I have visited this restaurant more than 50 times... Most of the time have ordered biryani and egg chilly... Dum biryani has been always my favorite here... Never disappointed....,5,36,1224,10/31/2018 23:12,0
Being Hungry,Abdul Majid,"The food was absolutely wonderful, from preparation to presentation, very pleasing. especially the special biryani was awesome. Very friendly staff and owner too...",5,1,1,10/30/2018 13:49,0
Being Hungry,Chandrakala B,Food color is more. Worst food which I ate in Hyderabad. Unable to eat.Paneer biriyani is full of food color. Mushroom 65 is also full of food color.,1,1,1,10/27/2018 16:00,0
Being Hungry,Meghna Anand,"Small outlet with amazing and tasty food. Every dish here has always been great. My personal recommendation is being hungry special biryani, lemon chicken, chicken tikka ,chicken lollipop. Pocket friendly.",4,6,72,10/19/2018 17:30,1
Being Hungry,Prem Kumar,nice food value for money... with spoons designed to eat perfectly. grave and curd with Onion's are well added. simply super...,4,3,2,10/19/2018 15:38,0
Being Hungry,Daga Vidhi,on time delivery,5,2,1,10/06/2018 20:18,0
Being Hungry,Tulasi G,Chilli potato and Dal tadka is best at this place... Food is very spicy and tasty. We regularly order food from this place. Good food at reasonable price.,5,3,1,10/05/2018 20:51,0
Being Hungry,Ishita Narain,We ordered alu parathas from here which turned out to be a mass of poorly cooked dry mass of wheat. Do not know about the rest of the things they serve but not ordering again for sure.,2,96,353,10/05/2018 09:28,1
Being Hungry,Siddu Kote,"ordered special chicken biryani and hallelujah, i can feel i'm blessed with one good meal. Thank you so much for this amazing meal and i definitely am ordering from you guys",5,1,,9/26/2018 16:33,0
Being Hungry,Akarsh Arya,"This place serves delicious food with proper blend of spices . I prefer non veg food and the taste is truly amazing . Pocket friendly , good food quantity and appreciable staff service .",5,2,1,9/25/2018 21:47,0
Being Hungry,Mayank Mittal,Go for chicken rara.. specially if u like quantity with quality ! A pocket friendly place with decent menu!! Smart and co-operative staff ! Definitely try this place if u haven't !,5,2,,9/25/2018 21:15,0
Being Hungry,Prateik Sharma,"Good food at a cheaper price. You can get very good north Indian food at this place.
Highly recommended for non vegetarians.
I am in love with this place.",5,2,37,9/24/2018 23:22,0
Being Hungry,Mirza,less quantity,1,2,,9/24/2018 13:11,0
Being Hungry,Ritesh Ranjan,good,5,1,,9/21/2018 15:19,0
Being Hungry,Narsimha Gadde,"Rice is test and no chilly on chicken pieces,
Do well next time..properly
I eanjoy this food.
Overall test is good.
And correct time delivered.",5,2,,9/15/2018 20:30,0
Being Hungry,Kartik Joshi,too much spicy...tastes like Manchurian....not good,1,4,2,9/15/2018 17:37,0
Being Hungry,S Raju,fast delivery,5,1,2,9/15/2018 15:12,0
Being Hungry,M V Reddy,"I Had order Special Non Veg Biryani and Chicken Lollypop, the taste was superb. They given more chicken boneless pieces in Special Non veg Biryani.",4,1,,09/12/2018 11:37,0
Being Hungry,Rahul Pratap,Worst chicken tengri kabab I ever had. It wasn't cooked well at all. I hope BeingHungry Kondapur you guys are aware of the fact that customer is everything for you . Serve quality food man.,1,1,,09/09/2018 12:23,0
Being Hungry,Niranjan Reddy,Good Taste,4,3,1,09/08/2018 01:59,0
Being Hungry,RAVIRAJ BHARTI,very less quantity.,2,1,,09/07/2018 22:18,0
Being Hungry,Rajesh Goruntula,boneless chicken looked like chicken manchuria not exactly boneless,3,1,,09/07/2018 15:03,0
Being Hungry,Andrew Aashish,If you can’t get a simple dish like chicken drumsticks right then I don’t know what you can make right,1,4,124,8/31/2018 13:02,0
Being Hungry,Vijay Pajjuru,good response from him delivered before the time,5,1,,8/27/2018 12:28,0
Being Hungry,Madhu Babu,Very nice & well mannered,5,1,,8/25/2018 21:40,0
Being Hungry,Sudip Aditya,"I had ordered thrice from here and each time the Chicken Dum Biryani was mind-blowing! Superb taste and with two pieces of leg pieces most of the times, it's total value for money!! But unfortunately I was going to order it again and see that they have removed that Chicken Dum Biryani from the menu..😒 That's bad! I really wish they put it again so that I can order it again...",3,37,970,8/23/2018 14:41,0
Being Hungry,Anilkumarmudirajs,Awesome service,5,1,1,8/19/2018 0:29,0
Being Hungry,Shubhabrata Ghosh,"I ordered Chilly Chicken and Butter Naan. The butter naan was alright but the chicken needs to improve a lot. Although the gravy was fine, the chicken was not upto the mark as it seemed tasteless. To conclude it's okay but it really needs to improve a lot on a number of points.",2,14,4,8/18/2018 0:48,0
Being Hungry,Chandrakanth,Ordered veg Singapore rice while on work and it was really awesome with respect to quality and quantity. This would be the signature dish of being hungry. Ordered based on the review given by friend and it is really worth,5,41,100,8/15/2018 20:15,0
Being Hungry,Saumya Ranjan,"The food was really great when I went with my office colleagues. The staff was not much supportive and made us wait a long time but as per food, the taste was great, the paneer lababdar was great. Paneer chunks were soft, the curry had all the flavours, the butter naan that I ordered, I must say , had too much butter but tasted great. The special chicken biriyani my colleagues ordered was great also. The staff were little on the edge, but the food was really great.",4,34,50,8/15/2018 18:34,0
Being Hungry,SANCHIT SHASTRY,"Worst order I ever had, no chicken in butter chicken, only a glimpse of tiny 4 5 pieces and a full of oil. I will never order from this place.",1,2,,8/15/2018 18:00,0
Being Hungry,Suresh,"very bad.. ordered special biryani,but it was mixed with dum biryani and completely dry.if you guys dont have specific item please dont display in menu..",1,1,,08/11/2018 13:25,0
Being Hungry,Gayatri Tandon,"This place is quite close to our office, but still instead of going, me and my colleagues generally order from Zomato. I have tried a number of their dishes, but the only one thing that stands out is their Being hungry special chicken biryani. My father has a restaurant in Delhi, and he ensures that whenever I'm travelling to Delhi, I get that biryani for him from Hyderabad. So that's the level of love my family has for this biryani. Do try it out. P.s. you guys may check out my Instagram page for interesting food feeds @simbas_sister",4,66,84,08/11/2018 13:06,0
